Feature ID,m/z,Retention Time,Score_Description,Name_or_Class,SMILES,Formula,FluoroMatch DTXSID,Likely PFAS?,Mass Defect in PFAS Space?,2+_homologous_series,3+_homologous_series,Number_of_F_Fragments,FINAL DTXSID,FINAL DTXSID NOTES,CONFIRM PFAS?,Reviewed?
1760,295.9639,5.15,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS common fragment (F containing) and exact mass) and 2+ in homologous series. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra","1,1,2,2-Tetrafluoro-2-(1,1,2,2-tetrafluoroethoxy)ethane-1-sulfonamide",NS(=O)(=O)C(F)(F)C(F)(F)OC(F)(F)C(F)F,C4H3F8NO3S,DTXSID30448557,TRUE,TRUE,TRUE,TRUE,2,,MS2 spectra is weak with only SO3 at 79.9573 as obvious peak above noise. ,,Yes
1771,296.9471,5.32,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS common fragment (F containing) and exact mass) and 2+ in homologous series. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra","1,1,2,2-Tetrafluoro-2-(1,1,2,2-tetrafluoroethoxy)ethane-1-sulfonic acid",OS(=O)(=O)C(F)(F)C(F)(F)OC(F)(F)C(F)F,C4H2F8O4S,DTXSID80515849,TRUE,TRUE,TRUE,TRUE,8,,"MS2 is very weak/low abundance, will not be reviewing",,No
1783,297.0887,3.07,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS common fragment (F containing) and exact mass) and 2+ in homologous series. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra","N-[3-(Dimethylamino)propyl]-2,2,3,3,4,4,4-heptafluorobutanamide",CN(C)CCCNC(=O)C(F)(F)C(F)(F)C(F)(F)F,C9H13F7N2O,DTXSID60895959,TRUE,TRUE,TRUE,FALSE,1,,"FluoroMatch calls as level 3, minimal supporting information given. Downgrade to level 4.",,No
1808,297.9586,6.1,Lvl 2 Schymanski: Confident ID (class specific dominant fragments observed along with exact mass) and 2+ in homologous series,PFSM-perfluoroalkyl_sulfonamide,NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C4H2F9NO2S,,TRUE,TRUE,TRUE,TRUE,8,DTXSID30880251,"Compared to reference spectra on AMOS, user agreed match",YES,Yes
1823,298.9427,5.26,Lvl 2 Schymanski: Confident ID (class specific dominant fragments observed along with exact mass) and 2+ in homologous series,PFSA-perfluoroalkyl,O=S([OH])(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F),C4HF9O3S,,TRUE,TRUE,TRUE,TRUE,13,DTXSID5030030,"Compared to reference spectra on AMOS, user agreed match",YES,Yes
1826,298.9955,5.26,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS common fragment (F containing) and exact mass) and 2+ in homologous series. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",5:1 Fluorotelomer alcohol,OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C6H3F11O,DTXSID00382070,TRUE,TRUE,TRUE,FALSE,12,,"HF losses observed at 278.9847, 258.9815, 238.9776, 197.0018, 176.9968, and 156.9898. Fragment at 79.9573 and 98.9554 correspond to SO3 and SO3F respectively. Fragments suggest fluorinated sturcture with sulfur present, but do not match exact chemical formula given. Should review with additional information. Chimeric spectra that gives the sulfonate fragments. Additional fragments suggest carboxylic acid terminal. still unsure on total formula. ",YES,Yes
1828,299.0147,3.99,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS common fragment (F containing) and exact mass) and 2+ in homologous series. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",3-(Heptafluoropropyl)pentanedioic acid,OC(=O)CC(CC(O)=O)C(F)(F)C(F)(F)C(F)(F)F,C8H7F7O4,DTXSID50895483,TRUE,TRUE,TRUE,TRUE,2,,"HF loss observed at 279.0107. Fragment at 79.9573, 80.9562, and 98.9554 correspond to SO3, SO3H and SO3F respectively. Fragment at 168.9897 corresponds to C3F7.Fragments suggest fluorinated sturcture with sulfur present, but do not match exact chemical formula given. Should review with additional information. ",YES,Yes
1829,299.0261,10.92,"Lvl 3 Schymanski: Tentative ID, possible PFAS (1+ PFAS fragment (F containing) and exact mass). Note the fragment(s) observed may have other fragment formula assignments not containing F. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",,,C8H5F9N2,DTXSID20379705,FALSE,TRUE,TRUE,FALSE,1,,"FluoroMatch calls as level 3, minimal supporting information given. Downgrade to level 4.",,No
1830,299.026,10.19,"Lvl 3 Schymanski: Tentative ID, possible PFAS (1+ PFAS fragment (F containing) and exact mass). Note the fragment(s) observed may have other fragment formula assignments not containing F. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",,,C8H5F9N2,DTXSID20379705,FALSE,TRUE,TRUE,FALSE,1,,"FluoroMatch calls as level 3, minimal supporting information given. Downgrade to level 4.",,No
1831,299.0261,8.02,"Lvl 3 Schymanski: Tentative ID, possible PFAS (1+ PFAS fragment (F containing) and exact mass). Note the fragment(s) observed may have other fragment formula assignments not containing F. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",,,C8H5F9N2,DTXSID20379705,FALSE,TRUE,TRUE,FALSE,1,,"FluoroMatch calls as level 3, minimal supporting information given. Downgrade to level 4.",,No
1882,300.9897,5.31,"Lvl 3 Schymanski: Tentative ID, possible PFAS (1+ PFAS fragment (F containing) and exact mass). Note the fragment(s) observed may have other fragment formula assignments not containing F. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",,,C8H6F8OS,DTXSID50276399,FALSE,TRUE,TRUE,FALSE,3,,"FluoroMatch calls as level 3, minimal supporting information given. Downgrade to level 4.",,No
1884,301.0115,4.05,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS fragments from standards and exact mass OR 1+ common PFAS fragment (F containing), and exact mass). Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra","1,1,1-Trifluoro-4-(phenylsulfanyl)-2-(trifluoromethyl)but-3-en-2-ol",OC(C=CSC1=CC=CC=C1)(C(F)(F)F)C(F)(F)F,C11H8F6OS,DTXSID80760099,TRUE,TRUE,FALSE,FALSE,5,,"XIC is messy, no MS2 in Mzmine",,Yes
1889,301.0336,4.1,"Lvl 3 Schymanski: Tentative ID, possible PFAS (1+ PFAS fragment (F containing) and exact mass). Note the fragment(s) observed may have other fragment formula assignments not containing F. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",EF5,[O-][N+](=O)C1=NC=CN1CC(=O)NCC(F)(F)C(F)(F)F,C8H7F5N4O3,DTXSID10165114,FALSE,TRUE,TRUE,FALSE,2,,"HF losses observed at 281.0269, 261.0216, 241.0148, 197.0018, 176.9968, and 156.9898. Fragment at 79.9573 and 80.9652 correspond to SO3 and SO3H respectively. Fragments suggest fluorinated sturcture with sulfur present, but do not match exact chemical formula given. Should review with additional information. ",YES,Yes
1943,304.9433,5.2,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS common fragment (F containing) and exact mass) and 2+ in homologous series. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",,,C7HCl2F5N4,DTXSID40419354,TRUE,TRUE,TRUE,TRUE,6,,"FluoroMatch calls as level 3, minimal supporting information given. Downgrade to level 4.",,No
1946,305.0078,4.08,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS common fragment (F containing) and exact mass) and 2+ in homologous series. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra","4,4,4-trifluoro-3-hydroxy-2-methyl-1-(thiophen-2-yl)-3-(trifluoromethyl)butan-1-one",CC(C(=O)C1=CC=CS1)C(O)(C(F)(F)F)C(F)(F)F,C10H8F6O2S,DTXSID10553693,TRUE,TRUE,TRUE,TRUE,4,,"HF losses observed at 285.0033, 264.9964, 181,0079, 161.0026, and 140.9966. Fragment at 79.9573 and 80.9652 correspond to SO3 and SO3H respectively. Fragments suggest fluorinated sturcture with sulfur present, but do not match exact chemical formula given. Not immediately clear what structure is and MS2 is relatively weak. Should review with additional information. ",YES,Yes
1948,305.0228,4.47,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS common fragment (F containing) and exact mass) and 2+ in homologous series. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra","5,5,6,6,7,7,8,8,8-Nonafluorooctanoic acid",OC(=O)CCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C8H7F9O2,DTXSID40895331,TRUE,TRUE,TRUE,TRUE,8,,"HF losses observed at 285.0033, 264.9964, 241.0260, 221.0203, 201.0144, 181,0079, 161.0026, and 140.9966. Fragment at 79.9573 and 80.9652 correspond to SO3 and SO3H respectively. Fragments suggest fluorinated sturcture with sulfur present, but do not match exact chemical formula given. Not immediately clear what structure is and MS2 is relatively weak. Should review with additional information. ",YES,Yes
1975,305.9674,4.13,Lvl 2 Schymanski: Confident ID (class specific dominant fragments observed along with exact mass) and 2+ in homologous series,PFSM-FSAA,O=C([OH])CNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)F,C5H4F7NO4S,,TRUE,TRUE,TRUE,TRUE,3,DTXSID901035833,No AMOS spectra for comparison. NO2S and C3F7 peaks observed. Fragments at 247.9621 and 232.9508 likely correspond to C3HF7NO2S (loss of C2H2O2) and C3F7O2S (loss of C2H3NO2) respectively.,YES,Yes
1983,306.9821,5.29,"Lvl 3 Schymanski: Tentative ID, possible PFAS (1+ PFAS fragment (F containing) and exact mass). Note the fragment(s) observed may have other fragment formula assignments not containing F. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",,,C7H2F10O2,,FALSE,TRUE,TRUE,TRUE,2,,"FluoroMatch calls as level 3, minimal supporting information given. Downgrade to level 4.",,No
2014,308.9977,4.87,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS common fragment (F containing) and exact mass) and 2+ in homologous series. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",3-[(Nonafluorobutyl)sulfanyl]propan-1-ol,OCCCSC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C7H7F9OS,DTXSID00895498,TRUE,TRUE,TRUE,TRUE,7,,"HF losses observed at 288.9922, 245.0011, 224.9952, 204.9892. Fragment at 79.9573 correspondS to SO3. Potential CO2 loss observed at 265.1804. Fragments suggest fluorinated sturcture with terminal CO2 and potentially sulfur present, but do not match exact chemical formula given. Not immediately clear what structure is and MS2 is relatively weak. Should review with additional information. ",YES,Yes
2017,309.0979,1.08,"Lvl 3 Schymanski: Tentative ID, possible PFAS (1+ PFAS fragment (F containing) and exact mass). Note the fragment(s) observed may have other fragment formula assignments not containing F. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra","6,6,6-Trifluoro-5-hydroxy-2,2-dimethyl-5-(trifluoromethyl)hexan-3-yl acetate",CC(=O)OC(CC(O)(C(F)(F)F)C(F)(F)F)C(C)(C)C,C11H16F6O3,DTXSID90906825,FALSE,TRUE,TRUE,TRUE,2,,"XIC is messy, not reviewing",,No
2059,310.9429,5.51,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS fragments from standards and exact mass) and 2+ in homologous series. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",PFSA-unsaturated,O=S([OH])(=O)C(F)(F)C(F)(F)C(F)(F)C(/F)=C(\F)F,C5HF9O3S,DTXSID2070180,TRUE,TRUE,TRUE,TRUE,3,DTXSID401035202,"NO AMOS spectra for comparison. SO3, SO3F, and fluorinated fragment peaks observed. Expert confirmed PFAS, possibly unsaturated or cyclic. Assigning as unsatured. ",YES,Yes
2060,310.943,2.03,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS fragments from standards and exact mass) and 2+ in homologous series. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",PFSA-unsaturated,O=S([OH])(=O)C(F)(F)C(F)(F)C(F)(F)C(/F)=C(\F)F,C5HF9O3S,DTXSID2070180,TRUE,TRUE,TRUE,TRUE,1,,Retention time is earlier than high confidence annotation of same m/z within homologous series. No MS/MS for this this feature. This appears to be solvent front.,,Yes
2117,312.9725,5.19,Lvl 2 Schymanski: Confident ID (class specific dominant fragments observed along with exact mass) and 2+ in homologous series,PFCA-perfluoroalkyl,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C6HF11O2,,TRUE,TRUE,TRUE,TRUE,6,DTXSID3031862,"Compared to reference spectra on AMOS, user agreed match",YES,Yes
2125,313.0714,7.04,"Lvl 3 Schymanski: Tentative ID, possible PFAS (1+ PFAS fragment (F containing) and exact mass). Note the fragment(s) observed may have other fragment formula assignments not containing F. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra","2-ethyl-4,4,4-trifluoro-3-hydroxy-1-phenyl-3-(trifluoromethyl)butan-1-one",CCC(C(=O)C1=CC=CC=C1)C(O)(C(F)(F)F)C(F)(F)F,C13H12F6O2,DTXSID30956324,FALSE,TRUE,TRUE,FALSE,2,,MS2 doesn't appear to have any clearly fluorinated fragments. No precursor mass list hits in MZMine. Appears to be not fluorinated,,Yes
2188,314.9377,5.61,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS common fragment (F containing) and exact mass) and 2+ in homologous series. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",Perfluoro(2-ethoxyethane)sulfonic acid,OS(=O)(=O)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)F,C4HF9O4S,DTXSID50379814,TRUE,TRUE,TRUE,TRUE,10,DTXSID50379814,Compared to reference spectra in AMOS. User agreed match,YES,Yes
2290,319.0014,4.93,"Lvl 3 Schymanski: Tentative ID, possible PFAS (1+ PFAS fragment (F containing) and exact mass). Note the fragment(s) observed may have other fragment formula assignments not containing F. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",,,C11H7ClF6O2,DTXSID20912393,FALSE,TRUE,TRUE,TRUE,1,,"FluoroMatch calls as level 3, minimal supporting information given. Downgrade to level 4.",,No
2314,319.9829,5.87,Lvl 2 Schymanski: Confident ID (class specific dominant fragments observed along with exact mass) and 2+ in homologous series,PFSM-N_MeFSAA,CN(CC(O)=O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)F,C6H6F7NO4S,,TRUE,TRUE,TRUE,TRUE,1,DTXSID201034791,No MS2 spectra linked in Mzmine.,YES,Yes
2323,320.9461,5.5,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS common fragment (F containing) and exact mass) and 2+ in homologous series. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",,,C4HF11O2S,,TRUE,TRUE,TRUE,TRUE,1,,"FluoroMatch calls as level 3, minimal supporting information given. Downgrade to level 4.",,No
2324,320.961,5.48,"Lvl 3 Schymanski: Tentative ID, possible PFAS (1+ PFAS fragment (F containing) and exact mass). Note the fragment(s) observed may have other fragment formula assignments not containing F. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",,,C6H2F8O6,DTXSID20375106,FALSE,TRUE,TRUE,TRUE,3,,"FluoroMatch calls as level 3, minimal supporting information given. Downgrade to level 4.",,No
2333,321.134,3.39,"Lvl 3 Schymanski: Tentative ID, possible PFAS (1+ PFAS fragment (F containing) and exact mass). Note the fragment(s) observed may have other fragment formula assignments not containing F. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",,,C13H20F6O2,DTXSID70956323,FALSE,FALSE,TRUE,FALSE,1,,"FluoroMatch calls as level 3, minimal supporting information given. Downgrade to level 4.",,No
2363,323.0134,4.87,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS common fragment (F containing) and exact mass) and 2+ in homologous series. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra","(2,2,3,3,4,4,5,5,6,6-Decafluorocyclohexane-1,1-diyl)dimethanol",OCC1(CO)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,C8H6F10O2,DTXSID00831230,TRUE,TRUE,TRUE,TRUE,11,,"HF losses observed at 303.0074, 283.0005, 262.9940, 242.9891, 198.9989, 178.9921. CF2 loss observed at 128.9953. Fragmentation suggests polyfluorinated species. No obvious head group in fragmentation. Definitely fluorinated, but could be in-source fragment. ",YES,Yes
2394,324.9725,2.51,"Lvl 3 Schymanski: Tentative ID, possible PFAS (1+ PFAS fragment (F containing) and exact mass). Note the fragment(s) observed may have other fragment formula assignments not containing F. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra","1,2,2,3,3,4,4,5,5,6,6-Undecafluorocyclohexane-1-carboxylic acid",OC(=O)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,C7HF11O2,DTXSID20379780,FALSE,TRUE,TRUE,TRUE,3,,"Duplicate feature of 2395, no MS2 in Mzmine.",,Yes
2395,324.9725,5.56,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS fragments from standards and exact mass) and 2+ in homologous series. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",PFCA-unsaturated,O=C([OH])C(F)(F)C(F)(F)C(F)(F)C(/F)=C(\F)C(F)(F)F,C7HF11O2,DTXSID20379780,TRUE,TRUE,TRUE,TRUE,6,,Adduct (m/z difference of 62.0004) of PFCA. ,,Yes
2438,325.954,5.69,"Lvl 3 Schymanski: Tentative ID, possible PFAS (1+ PFAS fragment (F containing) and exact mass). Note the fragment(s) observed may have other fragment formula assignments not containing F. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",,,C9H5Cl2F6NO,DTXSID50432039,FALSE,TRUE,TRUE,TRUE,1,,"FluoroMatch calls as level 3, minimal supporting information given. Downgrade to level 4.",,No
2440,325.99,8.49,Lvl 2 Schymanski: Confident ID (class specific dominant fragments observed along with exact mass) and 2+ in homologous series,PFSM-perfluoroalkyl_sulfonamide_Et,CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C6H6F9NO2S,,TRUE,TRUE,TRUE,TRUE,5,DTXSID501026626,No reference spectra in AMOS. Fragment at 218.9857 corresponds to C4F9. Fragment at 64.9700 corresponds to SO2H. Fragment at 82.9603 corresponds to SO2F. Fragment at 126.0026 corresponds to C2H5FNO2S.,YES,Yes
2458,326.9379,5.59,Lvl 2 Schymanski: Confident ID (class specific dominant fragments observed along with exact mass) and 2+ in homologous series,PFSA-carbonyl,O=S(O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)=O,C5HF9O4S,,TRUE,TRUE,TRUE,TRUE,10,DTXSID201032371,"Fragment at 262.9757 corresponds to loss of SO2 from M followed by loss of HF at 242.9862. Fragment at 212.9790 corresponds to C4F7O2 and fragment at 180.9892 corresponds to C4F7. Fragment at 146.9876 corresponds to C3F5O and fragment at 130.9931 corresponds to C3F5. Fragment at 98.9560 corresponds to SO3F. Fragment at 79.9571 corresponds to SO3. Fragment at 68.9959 corresponds to CF3. Significant fluorinated fragments that confirm molecular formula, unsure of exact structure but assigning to carbonyl at level 3. ",YES,Yes
2460,326.9663,5.46,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS fragments from standards and exact mass OR 1+ common PFAS fragment (F containing), and exact mass). Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra","2,2,3,3-Tetrafluoro-3-(pentafluorophenoxy)propanoic acid",OC(=O)C(F)(F)C(F)(F)OC1=C(F)C(F)=C(F)C(F)=C1F,C9HF9O3,DTXSID40524775,TRUE,TRUE,FALSE,FALSE,6,,No MS2 in Mzmine,,Yes
2461,326.974,4.97,Lvl 2 Schymanski: Confident ID (class specific dominant fragments observed along with exact mass) and 2+ in homologous series,FT-PFSA,O=S([OH])(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C6H5F9O3S,,TRUE,TRUE,TRUE,TRUE,23,DTXSID30891564,"Compared to reference spectra on AMOS, user agreed match",YES,Yes
2464,326.9881,5.43,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS fragments from standards and exact mass) and 2+ in homologous series. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",FT-PFCA,OC(=O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C7H3F11O2,DTXSID40895492,TRUE,TRUE,TRUE,TRUE,7,DTXSID40892567,No AMOS spectrra for comparison. Fragment at 242.9857 corresponds to C6F9 (loss of CO2+ 2HF). Fragment at 92.9956 corresponds to C3F3 (loss of three CF2 groups).,YES,Yes
2472,327.0868,7.78,"Lvl 3 Schymanski: Tentative ID, possible PFAS (1+ PFAS fragment (F containing) and exact mass). Note the fragment(s) observed may have other fragment formula assignments not containing F. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",,,C14H14F6O2,DTXSID20143802,FALSE,TRUE,TRUE,TRUE,1,,"FluoroMatch calls as level 3, minimal supporting information given. Downgrade to level 4.",,No
2515,328.9424,2.84,"Lvl 3 Schymanski: Tentative ID, possible PFAS (1+ PFAS fragment (F containing) and exact mass). Note the fragment(s) observed may have other fragment formula assignments not containing F. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",,,C6HClF10O2,DTXSID10892913,FALSE,TRUE,TRUE,TRUE,1,,"FluoroMatch calls as level 3, minimal supporting information given. Downgrade to level 4.",,No
2516,328.9431,5.39,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS fragments from standards and exact mass) and 2+ in homologous series. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",PFCA-Cl,O=C([OH])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)[Cl],C6HClF10O2,DTXSID10892913,TRUE,TRUE,TRUE,TRUE,7,,No AMOS spectra for comparison. Fragment at 285.1850 corresponds to loss of CO2. Fragment at 234.9806 is C4F9O with additional CF2 losses at 184.9840 and 134.9873. Fragment at 118.9922 corresponds to C2F5 with CF3 observed at 68.9957. Fragments suggest ether backbone with carbon-fluorine presence. Cannot assign preliminary structure,YES,Yes
2519,328.9675,5.46,Lvl 2 Schymanski: Confident ID (class specific dominant fragments observed along with exact mass) and 2+ in homologous series,PFCA-ether,O=C([OH])C(F)(C(F)(F)F)OC(F)(F)C(F)(F)C(F)(F)F,C6HF11O3,,TRUE,TRUE,TRUE,TRUE,6,DTXSID20191242,Compared to AMOS spectra of isomeric species. User agreed match.,YES,Yes
2521,328.9804,4.95,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS fragments from standards and exact mass OR 1+ common PFAS fragment (F containing), and exact mass). Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra","1-(Butylselanyl)-2,2,3,3,4,4,4-heptafluorobutan-1-ol",CCCC[Se]C(O)C(F)(F)C(F)(F)C(F)(F)F,C8H11F7OSe,,TRUE,TRUE,FALSE,FALSE,7,,HF losses observed at 308.9724 and 288.9658. Fragments at 79.9670 and 80.9653 correspond to SO3 and SO3H respectively. Fragments observed do not agree with chemical formula given by FM. Additional review needed.,YES,Yes
2522,329.0013,2.09,"Lvl 3 Schymanski: Tentative ID, possible PFAS (1+ PFAS fragment (F containing) and exact mass). Note the fragment(s) observed may have other fragment formula assignments not containing F. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",,,C8H3F9N2O2,DTXSID10456372,FALSE,TRUE,FALSE,FALSE,1,,"FluoroMatch calls as level 3, minimal supporting information given. Downgrade to level 4.",,No
2567,330.9488,5.33,Lvl 2 Schymanski: Confident ID (class specific dominant fragments observed along with exact mass) and 2+ in homologous series,PFSA-H,O=S([OH])(=O)C(F)(F)C(F)(F)C(F)(F)C(F)C(F)(F)F,C5H2F10O3S,,TRUE,TRUE,TRUE,TRUE,12,DTXSID701032326,No AMOS spectra for comparison. Fragment at 79.9569 corresponds to SO3. Fragment at 82.9601 corresponds to SO2F. Fragment at 98.9553 corresponds to SO3F. Fragment at 130.9919 corresponds to C3F5. Fragment at 180.9889 corresponds to C4F7. Fragment at 230.9860 corresponds to C5F9. Fragment at 260.9456 corresponds to CF2HF loss to give C4F7SO3. Fragment at 310.9401 corresponds to HF loss to give C5F9SO3.,YES,Yes
2594,332.9396,5.53,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS common fragment (F containing) and exact mass) and 2+ in homologous series. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",,,C4HF10O4P,,TRUE,TRUE,TRUE,TRUE,1,,"FluoroMatch calls as level 3, minimal supporting information given. Downgrade to level 4.",,No
2596,332.9791,7.45,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS common fragment (F containing) and exact mass) and 2+ in homologous series. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",Perfluoropinacol,OC(C(O)(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F,C6H2F12O2,DTXSID60238701,TRUE,TRUE,TRUE,TRUE,1,,"FluoroMatch calls as level 3, minimal supporting information given. Downgrade to level 4.",,No
2597,332.9817,1.47,"Lvl 3 Schymanski: Tentative ID, possible PFAS (1+ PFAS fragment (F containing) and exact mass). Note the fragment(s) observed may have other fragment formula assignments not containing F. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",,,C6H2F12O2,DTXSID60238701,FALSE,TRUE,FALSE,FALSE,1,,"FluoroMatch calls as level 3, minimal supporting information given. Downgrade to level 4.",,No
2598,332.9827,5.33,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS fragments from standards and exact mass OR 1+ common PFAS fragment (F containing), and exact mass). Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",4-Chloro-5-methyl-3-(nonafluorobutyl)pyrazole,CC1=C(Cl)C(=NN1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C8H4ClF9N2,DTXSID60238701,TRUE,TRUE,FALSE,FALSE,4,,"No MS2 in MZMine, very messy XIC. ",,Yes
2619,333.9987,4.96,Lvl 2 Schymanski: Confident ID (class specific dominant fragments observed along with exact mass) and 2+ in homologous series,PFSM-N_EtFSAA,CCN(CC(O)=O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)F,C7H8F7NO4S,,TRUE,TRUE,TRUE,TRUE,4,DTXSID901035526,No AMOS spectra for comparison. C3F7 and SO2F observed. Fragment at 275.9926 corresponds to C5H5F7NO2S (loss of C2H2O2). Fragment at 232.9507 corresponds to C3F7O2S (loss of C4H7NO2).,YES,Yes
